EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
661124887,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% BENJAMIN BORGES,185 PASEO PALMA REAL,JUNCOS,PR,00777-0000,1381,05,9,3000,195708,2,00,263264279,5,01,,0,0,01,0,12,,,,,3647 AFSCME LOCAL
661124900,ACCESS POINTE FOUNDATION,,609 AVE CONDADO STE 202,SAN JUAN,PR,00907-3809,0000,03,3,1000,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,E32,
661125359,EDEN HEALTH COMMUNITY HEALTH FOUNDATION,,CALLE VICENTITA DELIZ 1,QUEBRADILLAS,PR,00678-0000,0000,03,3,1000,202603,1,16,000000000,1,01,,0,0,02,0,12,,,,E01,
661125411,HOPE AND FAITH BROADCAST MINISTRY I NC,,COND PASEO GALES APARTADO 86,GURABO,PR,00778-0000,0000,03,3,1700,202603,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
661125523,CENTRO CRISTIANO RESTAURACION Y ESP ERANZA INC,,932 CALLE ZAIDA,SAN JUAN,PR,00924-3349,0000,03,3,1500,202605,1,15,000000000,1,01,,0,0,01,0,12,,,,P40,
661125531,FUNDACION JESUS PAN DE VIDA INC,,CALLE GERANIO J1 NUM 41,CIDRA PR,PR,00739-0000,0000,03,3,2000,202605,1,15,000000000,1,01,,0,0,01,0,12,,,,B90,
661126249,FUNDACION ELOHIM INC,,HC 11 BOX 12532,HUMACAO,PR,00791-9422,0000,03,3,1000,202605,1,15,000000000,1,01,,0,0,02,0,12,,,,,
661126460,BILINGUAL LEARNING CENTER FONDATION INC,% HECTOR LUIS PAGAN,PO BOX 162,DORADO,PR,00646-0162,0000,03,3,1200,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,B90,
661127324,PTSD FARMING & WORKSHOP,% PABLO CORDERO,URB ROYAL GARDENS,BAYAMON,PR,00957-0000,0000,03,3,1200,202604,1,15,000000000,1,01,,0,0,02,0,12,,,,F50,PTSD FARMING WORKSHOP
661127650,SOMBRA NATIVA,% NORMAN MALDONADO BENITEZ,762 ESTANCIAS DEL GOLF CLUB PONCE,PONCE,PR,00730-0000,0000,03,3,2800,202605,1,15,000000000,1,01,,0,0,02,0,12,,,,C30,
661127693,PROYECTO SONRIENDO POR TI INC,% DARY CRUZ,23 AVE ESTEVES,UTUADO,PR,00641-3023,0000,03,3,1000,202603,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
661127917,VESPER P4,% JESIEL JOSE CARRO LUNA,377 PONCE DE LEON AVE HATO REY,SAN JUAN,PR,00918-0000,0000,03,3,2000,202604,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,B84,
661127937,GARANTIA LEGAL PARA ANIMALES COMERC IALIZADOS INC,% AMANDA COLLAZO,PO BOX 79601,CAROLINA,PR,00984-9601,0000,03,3,4000,202604,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
661127965,GUAM CHIEFS BASEBALL FOUNDATION INC,,PO BOX 7937,AGAT,GU,96928-0937,0000,03,3,1200,202605,1,16,000000000,1,01,,0,0,02,0,04,,,,G19,
661127967,INENTNON RISETBA GUAHAN,,UNIT 14016 BLDG 17005,APO,AP,96543-4016,0000,03,3,1000,202606,1,16,000000000,1,01,,0,0,02,0,10,,,,W30,
661128027,INAC INC,,N29 CALLE ALORA,SAN JUAN,PR,00926-2320,0000,03,3,2000,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,V30,
661128047,DEMOLAY INTERNATIONAL,,URB REXVILLE AK-12 CALLE 57,BAYAMON,PR,00957-0000,8160,03,9,1000,199607,1,15,119000000,1,01,,0,0,01,0,12,,,,,PUERTO RICO DEMOLAY I N C
661128076,AMERIKA SAMOA CHOIR,% PATI PATI,PO BOX 1540,PAGO PAGO,AS,96799-1540,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,10,,,,A6B,
661128100,MAMITAS AZULES,,443 CALLE RUBI,LUQUILLO,PR,00773-2671,0000,03,3,1000,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,P80,
661128387,ENCAMINANDO EN FE VIDA Y EMPREDIMIE NTO INC,,PO BOX 1133,SAINT JUST,PR,00978-1133,0000,03,3,1200,202605,1,15,000000000,1,01,,0,0,01,0,12,,,,X20,
661128391,30 DIAS PR INC,,273 PONCE DE LEON AVE 1ST FLR,SAN JUAN,PR,00917-0000,0000,04,3,3000,202604,2,00,000000000,1,01,,0,0,02,0,12,,,,P11,
661128451,FRIENDS OF FAIRCHILD AT MAGENS BAY INC,% SARAH SMOLLETT,6539 ESTATE MANDAHL,ST THOMAS,VI,00802-3410,0000,03,3,1000,202603,1,16,000000000,1,01,,0,0,02,0,12,,,,C01,
661128650,SAN ISIDRO DEVOTEE INC,% ARSENE M BORJA,SAN JOSE VILLAGE SAN JOSE VILLAGE,TINIAN,MP,96952-0000,0000,03,3,7000,202604,1,15,000000000,1,01,,0,0,02,0,12,,,,A27,
661128665,CROSS COMMUNITY DEVELOPMENT INC,,PO BOX 250359,AGUADILLA,PR,00604-0359,0000,03,3,1200,202604,1,15,000000000,1,01,,0,0,02,0,12,,,,S31,
661128701,GERMINA EN MAREAS CORPORATION,,H25 CALLE 9,ARECIBO,PR,00612-3415,0000,03,3,1000,202607,1,15,000000000,1,01,,0,0,01,0,12,,,,F30,
661128920,PROYECTO CASA ABIERTA INC,% JOSE C GUILLAMA-HERNANDEZ,3 ESTRELLA STREET,CAMUY,PR,00627-0000,0000,03,3,1200,202604,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S20,
661129000,538 COMMUNITY DEVELOPMENT CORPORATI ON OF PUERTO RICO,% JESSIE RIVERA,38 CALLE ORQUIDEA,ENSENADA,PR,00647-1309,0000,03,3,1000,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,L20,
661129045,YOGI RESCUE TEAM,% MARA,CALLE 307 INTERIOR VILLA TAINA,BOQUERON,PR,00622-0000,0000,03,3,1000,202604,1,16,000000000,1,01,,0,0,02,0,04,,,,D11,
661129352,THE V A N I S H PROJECT INC,,11 CALLE PABLO GUZMAN,SAN SEBASTIAN,PR,00685-1745,0000,03,3,1238,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,S20,
661129418,ESEDERMIC INSTITUTE RESEARCH FOUNDA TION,,CALLE PALMER ESQUINA MUNOZ RIVERA,TOA ALTA,PR,00954-0000,0000,03,3,2800,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,H80,CENTRO DE INVESTIGACION ESEDERMIC
661129986,FUNDACION LAMPARA ES INC,,W11 CALLE 17,BAYAMON,PR,00957-4304,0000,03,3,1200,202607,1,15,000000000,1,01,,0,0,01,0,12,,,,P99,
661130468,RECORDANDO EL ORIGEN INC,,236-11 CALLE 613,CAROLINA,PR,00985-2213,0000,03,3,2700,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,
661130992,BAJO LOS OJOS DEL ALTISIMO,,HC 2 BOX 12272,GURABO,PR,00778-9635,0000,03,3,1200,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
661131174,FUDOSHIN TRAINING CENTER INC,,PO BOX 10773,TAMUNING,GU,96931-0773,0000,03,3,1000,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,N60,
661131262,CARIBBEAN REEF FISH RESTORATION CORPORATION,% ALAN BELT,PO BOX 7992,CHRISTIANSTED,VI,00823-7992,0000,03,3,1200,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,C32,CARIBBEAN REEF FISH FOUNDATION
661131290,HOMEBREWERS DE PUERTO RICO,,URB CAPARRA HILLS CEDRO G18,GUAYNABO,PR,00968-0000,0000,03,3,2000,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,B99,
661131395,FUNDACION COMUNITARIA CARTAS DE AMO R Y ESPERANZA INC,,CALLE 1-3 CALLE 3 SIERRA BAYAMON,BAYAMON,PR,00961-0000,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,01,0,12,,,,,
661131814,LARES ACADEMY INC,% JUAN A OTANO VEGA,2 CALLE MUNOZ RIVERA PMB 220,LARES,PR,00669-2439,0000,03,3,2000,202607,1,11,000000000,1,01,,0,0,01,0,06,,,,B20,
661131847,HUMANE HANDY HUMANS CORP,,3272 CALLE MONTE LA MINA,TOA ALTA,PR,00953-9133,0000,03,3,1500,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
661131851,THE TRUTH TABLE CHRISTIAN CHURCH,% RICHARD VALENTIN,EC31 CALLE ROBLES,BAYAMON,PR,00961-3409,0000,03,3,7000,202606,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
661132013,CORPORACION EDUCATIVA DE PUERTO RICO - CEPR,,PLAZA DEL MAR,HUMACAO,PR,00791-6245,0000,03,3,2000,202607,1,16,000000000,1,01,,0,0,02,0,12,,,,B90,CEPR
661133097,THE HARMONY EFFECT FOUNDATION INC,% LORRAINE FERRER,PO BOX 10645,SAN JUAN,PR,00922-0645,0000,03,3,1400,202605,1,15,000000000,1,01,,0,0,01,0,12,,,,D20,
661133254,VIRGIN ISLANDS BUSINESS EMERGENCY O PERATIONS GROUP,% WILBUR ANTONIO FRANCIS,3000 GOLDEN ROCK SHOPPING CENTER,CHRISTIANSTED,VI,00820-0000,0000,03,3,1000,202606,1,15,000000000,1,01,,0,0,02,0,05,,,,M20,
661134273,THE CHANGE FOUNDATION,% SANDRA TORRES CLEMENTE,D14 PARKSIDE 6,GUAYNABO,PR,00968-3313,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,S80,
661134312,THE NUNU COLLECTIVE INC,% CANDICE MUNA,HC 1 BOX 17138,INARAJAN,GU,96915-7703,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
661134314,GUAHAN EAGLES FOOTBALL ASSOCIATION,,PO BOX 3452,HAGATNA,GU,96932-3452,0000,03,3,2000,202606,1,16,000000000,5,01,,0,0,02,0,12,,,,O50,
661134329,EDITH DEJONGH WOODS FOUNDATION,,4028 ANNAS RETREAT,ST THOMAS,VI,00802-2221,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,04,,,,A20,
661134360,CARIBBEAN FOOD CROPS SOCIETY VI CHA PTER,% USMAN ADAMU,10000 CASTLE BURKE,KINGSHILL,VI,00850-9960,0000,03,3,2800,202607,1,13,000000000,5,01,,0,0,02,0,05,,,,B03,
661134423,EMPOWERING PEOPLE FOR REAL CHANGE,% BHAGWANDEEN PERSAD,405 HOSPITAL GROUND,US VIRGIN ISLANDS,VI,00802-0000,0000,03,3,2000,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
661134450,CLUB ATLETICO RIO CORP,,23 CALLE PRINCIPAL UNIT 498,PALMER,PR,00721-2125,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,N64,
661134880,SAINA COMMUNITY CARE,,PO BOX 13043,TAMUNING,GU,96931-3043,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,P81,
661134976,THE GRANGE ESTATE FOUNDATION INC,% YOUNG BAKER,PO BOX 224542,CHRISTIANSTED,VI,00822-4542,0000,03,3,2800,202606,1,04,000000000,1,01,,0,0,00,1,03,,,,A82,
661135570,PUERTO RICO CHILDRENS CARE FOUNDATI ON INC,,96 CALLE CARAZO,GUAYNABO,PR,00969-5717,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,E20,
661136116,PREVENT & WELLNESS CORP,,BO CAMPO RICO CARR 185 KM 8,CANOVANAS,PR,00729-0000,0000,03,3,1200,202607,1,15,000000000,1,01,,0,0,02,0,12,,,,E70,
661136291,CENTRO LUNAS INC,,URB HILLSIDE G28 CALLE 1,SAN JUAN,PR,00926-0000,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,B60,
661136838,SOCIEDAD PARA LA TEOLOGIA PENTECOSTAL CARIBENA,,131 CALLE 5,PONCE,PR,00730-1543,0000,03,3,2700,202607,1,16,000000000,2,01,,0,0,02,0,06,,,,X83,
661137396,PASOS PROGRAMA DE VIDA INDEPENDIENT E INC,% GLADYS VANESSA,AC20 RIO ESPIRITU SANTO,BAYAMON,PR,00961-3229,0000,03,3,1000,202607,1,04,000000000,1,01,,0,0,00,1,12,,,,P80,
661138297,ONE LOVE ONE HEART HEARTS FOR HUMAN ITY FOUNDATION INC,% INDERA RIVERA EDWARDS,PO BOX 805,CHRISTIANSTED,VI,00821-0805,0000,03,3,1000,202607,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
661139216,KICKS 4 KIDS INC,% JEAN MERCADO,IH5 AVE LOMAS VERDES - TU PLANTA PR,BAYAMON,PR,00956-0000,0000,03,3,1700,202607,1,15,000000000,1,01,,0,0,02,0,07,,,,P60,
666012387,UNIVERSITY OF PUERTO RICO SCHOOL OF LAW TRUST,,7 AVE UNIVERSIDAD SUITE 701,SAN JUAN,PR,00925-2527,0000,03,3,1000,199404,1,13,034000000,1,01,202512,6,5,01,0,12,1400343,633211,495711,Q300,ESCUDERO ANTONIO TTEE
666012774,CENTROS SOR ISOLINA FERRE ENDOWMENT TRUST,% C/O BANCO POPULAR,PO BOX 362708,SAN JUAN,PR,00936-2708,0000,03,3,1000,199408,1,17,922000000,2,01,202412,6,6,01,0,12,4925578,3317996,1471079,T900,
666022718,FIDEICOMISO JOSE RAMON ALVAREZ- RODRIGUEZ & GLORIA FIGUERAS-SURO,% PABLO L ALVAREZ,PO BOX 363348,SAN JUAN,PR,00936-3348,0000,03,3,7000,201408,1,04,000000000,2,01,202512,8,6,00,1,12,15427433,3713829,,X99,ALVAREZ PABLO JOSE TTEE
666028271,FONDO PERMANENTE EPISCOPAL,,PO BOX 902,TRUJILLO ALTO,PR,00978-0902,0000,03,3,7000,200812,1,17,000000000,1,01,,0,0,13,0,06,,,,X112,DAVID ANDRES ALVAREZ TTEE
666034235,CARIBBEAN CONSOLIDATED SCHOOLS TR,% CARIBBEAN CONSOLIDATED SCHOOLS TT,PO BOX 70177,SAN JUAN,PR,00936-8177,0000,03,3,2000,201404,1,15,000000000,2,01,202506,6,3,01,0,06,1289885,87430,87430,B11,
666042338,TRUST FOR ENDOWMENT FUND OF ENTERPRIZE EVENTS INC,% GAUYACAN ENDOWMENT FUND,268 MUNOZ RIVERA AVE SUITE 1004,SAN JUAN,PR,00918-1921,0000,03,3,1000,202004,1,22,000000000,2,01,202412,7,6,01,0,12,6095079,1086588,1086588,T11,
666043391,SAN IGNACIO TRUST FUND,,1940 CALLE SAUCO,SAN JUAN,PR,00927-6718,0000,03,3,1200,202602,1,22,000000000,2,01,202506,8,6,01,0,06,17670235,1815725,1815725,B11,
666043399,FIDEICOMISO PARA EL DESARROLLO DE RIO PIEDRAS,% FIDEICEMISO PARA EL DESARROLLO DE,PO BOX 9300448,SAN JUAN,PR,00928-5848,0000,03,3,1000,202106,1,15,000000000,2,01,202412,6,4,01,0,12,2658688,325271,325271,,RACHEL HISKES TTEE
666053839,PUERTO RICO SOUTHWEST FISHERIES & FISHING COMMUNITIES TRANSFORMATIO,,URB KOFRESI 97 CALLE RAFAEL HERNAND,CABO ROJO,PR,00623-0000,0000,03,0,1200,202406,1,16,000000000,2,01,202409,0,0,02,0,09,0,0,0,S30,LUIS A VIVALDI TTEE
666424048,HERMANOS FRANCISCANOS DE LA PROVIDENCIA INC,,BOX 6801 CARR 642 KM 22,MANATI,PR,00674-0000,0000,03,3,1000,199407,1,10,001000000,1,01,,0,0,06,0,12,,,,,
670250221,TENNIS CLUB OF ST CROIX CHRISTIANSTED,,PO BOX 26533,CHRISTIANSTED,VI,00824-2533,0000,07,3,1000,202606,2,00,000000000,1,01,,0,0,01,0,12,,,,N50,
670250356,FREDERICK EVANGELICAL LUTHERAN CHURCH,,PO BOX 58,ST THOMAS,VI,00804-0058,9386,03,9,7000,198704,1,10,001000000,5,01,,0,0,06,0,07,,,,,
670250379,ANTILLES SCHOOL INC,,7280 FRENCHMANS BAY 16-1,ST THOMAS,VI,00802-2809,0000,03,3,1000,195111,1,11,046030000,1,01,202506,8,8,01,0,06,15447695,20668862,12093714,B20Z,
670250807,LUTHERAN SOCIAL SERVICES OF THE VIRGIN ISLANDS INC,,516B HOSPITAL ST,FREDERIKSTED,VI,00840-3824,9386,03,9,7000,196308,1,11,001000000,5,01,202309,8,8,01,0,09,27324906,21447203,21412248,,
670250851,ST CROIX COUNTRY CLUB,,PO BOX 398,FREDERIKSTED,VI,00841-0398,0000,07,3,1000,197805,2,00,280000000,1,01,202512,4,4,01,0,12,260054,131084,131084,,
670251194,HEBREW CONGREGATION OF ST THOMAS INC,% HEBREW CONGREGATION OF ST THOMAS,PO BOX 266,ST THOMAS,VI,00804-0266,0000,03,3,1700,199410,1,10,001000000,1,01,,0,0,06,0,04,,,,,
670251585,ST THOMAS REFORMED CHURCH,% NYE AND CRYSTAL GADE,NYE GADE CRYSTAL GADE,ST THOMAS,VI,00803-0000,9130,03,9,7000,198601,0,10,000000000,0,01,,0,0,06,0,12,,,,,
670252961,ALL SAINTS CATHEDRAL SCHOOL,% CARLA SARAUW,PO BOX 308,ST THOMAS,VI,00804-0308,0000,03,3,2000,202005,1,11,000000000,1,01,202506,5,6,01,0,06,995419,2090261,2021417,B20,
670253542,GOOD HOPE COUNTRY DAY SCHOOL INC,,6199 CONCORDIA,KINGSHILL,VI,00850-9889,0000,03,3,2000,197802,1,11,030000000,1,01,202406,7,7,01,0,06,5943730,5267781,5267781,,
670253545,VIRGIN ISLANDS MONTESSORI SCHOOL INC,% GREG J FERGUSON,6936 VESSUP LN,ST THOMAS,VI,00802-1035,0000,03,3,2000,199610,1,11,000000000,1,01,202506,8,7,01,0,06,12452006,5806901,5694512,B20Z,
670253694,AMERICAN LEGION,% RAMON L ORTIZ,PO BOX 306633,ST THOMAS,VI,00803-6633,0925,19,9,1000,194603,1,00,907000000,5,01,202512,0,0,02,0,12,0,0,0,,90 PATRICK U GEORGE
670254280,HUMANE SOCIETY OF ST THOMAS,,PO BOX 8150,ST THOMAS,VI,00801-1150,0000,03,3,1200,199802,1,15,179000000,1,01,202412,7,6,01,0,12,9843762,1703678,1649410,D21Z,
670254464,FIRST WESLEYAN HOLINESS CHURCH INC,,PO BOX 302145,ST THOMAS,VI,00803-2145,2079,03,9,7000,197005,0,10,001000000,5,01,,0,0,06,0,12,,,,,
670254654,LEGAL SERVICES OF THE VIRGIN ISLANDS INC,% LEGAL SERVICES OF THE VI INC,6002 DIAMOND RUBY STE 7,CHRISTIANSTED,VI,00820-5226,0000,03,3,1000,201607,1,15,000000000,1,01,202412,7,6,01,0,12,7437935,3491075,3491075,I80,
670259922,ST GEORGE VILLAGE BOTANICAL GARDEN OF ST CROIX INC,,127 ESTATE ST GEORGE,FREDERIKSTED,VI,00840-4459,0000,03,3,1000,197506,1,15,062350354,1,01,202512,6,5,01,0,12,1836986,965985,829837,C410,
670260271,APOSTOLIC FAITH MISSION ST CROIX INC,,PO BOX 6327,CHRISTIANSTED,VI,00823-6327,0000,03,3,7000,202201,1,10,000000000,1,01,,4,4,06,0,12,,,,,
670260387,ST CROIX SWIMMING ASSOCIATION,,PO BOX 972,KINGSHILL,VI,00851-0972,0000,03,3,1000,198210,1,16,000000000,1,01,202508,4,4,01,0,08,218822,285752,285752,,
670260496,LORD GOD OF SABAOTH LUTHERAN CHURCH,,1120 KING ST,CHRISTIANSTED,VI,00820-4953,9386,03,9,7000,198704,1,10,001000000,5,01,,0,0,06,0,01,,,,,
680008187,TOASTMASTERS INTERNATIONAL,% SUNRISE BUSINESS LEADERS,NUGEGODA 10250,SRI LANKA,,00000-0000,0820,03,9,2000,194505,1,16,059319000,1,01,202512,0,0,02,0,12,0,0,0,,362 SUNRISE BUSINESS LEADERS
680500814,IGLESIA DE RESTAURACION LA LUZ DEL MUNDO INC,,PO BOX 2812,CAROLINA,PR,00984-2812,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,IGL DE REST LA LUZ DEL MUNDO INC
680678031,ANIMALS WITHOUT LIMITS INC,% MARIA MATTSSON-MERCER,CMR 480 BOX 2500,APO,AE,09128-0000,0000,03,3,1400,200909,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,D20,
680680719,UNDER THE SAME SUN FOUNDATION USA,,SURREY BC V3R 0N9,CANADA,,00000-0000,0000,03,3,1000,201009,4,15,000000000,1,01,202506,4,4,01,0,06,208422,324201,324201,T30,
680683608,KNIGHTS OF COLUMBUS,% RYAN RITTER,PSC 333 BOX 4042,APO,AP,96251-0041,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,3348 BISHOP JOSEPH W ESTABROOK ASSE
690012190,IGLESIA JUAN 3-16 AD,% DAVID URBINA,PO BOX 1194,CABO ROJO,PR,00623-1194,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
711048674,VIETNAM VETERANS OF AMERICA INC,% CHAPTER OFFICIAL,ANGELES CITY PAMPANGA 2009,PHILIPPINES,,00000-0000,3202,19,9,1000,198411,1,00,907000000,5,01,202407,0,0,02,0,07,0,0,0,W30,0887 PI VVA CHAPTER
721571034,CONGREGATION HAMERKAZ INC,% ALAN KLEIN,RAMAT BET SHEMESH 99624,ISRAEL,,00000-0000,0000,03,3,7000,200401,1,16,000000000,1,01,202412,3,4,01,0,12,31463,144881,144881,X30,
721610962,CENTER FOR LIVING INDEPENDENTLY IN THE CNMI,% MARY SUSAN SATUR,PO BOX 5759,SAIPAN,MP,96950-5557,0000,03,3,1200,202003,1,15,000000000,1,01,202509,4,5,01,0,09,233695,578558,578558,P80,
731068830,NEW CHAUCER SOCIETY,% THE ORGANIZATION,REYKJAVIK,ICELAND,,00000-0000,0000,03,3,2000,197907,1,16,092123000,1,01,202512,6,4,01,0,12,1551830,128188,128188,A700,
731318895,WAKITA EDUCATIONAL FOUNDATION,,WAKITA OK 73771,GUINEA-BISSAU,,00000-0000,0000,03,3,1000,199906,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B112,
731441383,HUDSONS INTERNATIONAL MINISTRIES INC,,TULSA OK 74170,HAITI,,00000-0000,0000,03,3,7100,199511,1,15,994006007,1,01,202512,0,0,02,0,12,0,0,0,X20,
731578256,FAITH CHRISTIAN FELLOWSHIP OF GUATEMALA INC,,SANTA ELENA,PETEN GUATEMALA,,00000-0000,7018,03,9,7000,198001,1,10,001000000,5,01,,0,0,06,0,12,,,,,AKA HARVEST THE WORLD
742419579,THE CROSSROADS TO TEXAS QUILT GUILD INC,% PRESIDENT CTTQG,KILLEEN 76547,ARMENIA,,00000-0000,0000,03,3,1000,198703,1,16,119000000,1,01,202512,0,0,02,0,12,0,0,0,,
742607138,ART LIBRARIES SOCIETY OF NORTH AMERICA,% PAULA FARRAR,VANCOUVER BRITISH COLUMBIA V6T 1Z1,CANADA,,00000-0000,7140,03,9,2000,199007,0,16,120123205,5,01,202509,0,0,02,0,09,0,0,0,,NORTHWEST
742807289,NATIONAL ORGANIZATION OF PROF HISPANIC NAT RESC CONV SERV EMPS,% BRUNILDA VELEZ,8689 CALLEJON LOS GONZALEZ,QUEBRADILLAS,PR,00678-9732,0000,03,3,1000,199711,1,16,205000000,1,01,202512,0,0,02,0,12,0,0,0,S41Z,NOPHNRCSE
742937371,CHRIST IN ACTION MINISTRY INTERNATIONAL ASSOCIATION,% JUSTIN D MANZEY,ABBOTSFORD BC V2S 2E3,CANADA,,00000-0000,1620,03,9,7000,196402,1,10,001029000,5,01,,0,0,06,0,12,,,,,CHRIST IN ACTION MINISTRY
743261370,CASA DE ADORACION LLAMA DE FUEGO,% MAYRA L CASTILLO-MORALES,129 CALLE COROZO,GURABO,PR,00778-9020,0000,03,3,7000,201902,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
751850754,ONTARIO EDUCATIONAL COMMUNICATIONS AUTHORITY,% NANCY ROCKEL,TORONTO ON M4S 2B9,CANADA,,00000-0000,0000,03,3,1000,198211,4,15,000000000,5,01,202503,0,0,02,0,03,0,0,0,,TVO
751869279,AMBASSADORS OF FORT WORTH INCORPORATED,% KENNETH L MOSS,FORT WORTH TX 76113,AFGHANISTAN,,00000-0000,0000,07,3,1000,200203,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
752255589,SOCIETY OF PETROPHYSICISTS AND WELL LOG ANALYSTS INC,% MIN CHENG,NEW BRUNSWICK RUSAGONIS E3B 7X3,CANADA,,00000-0000,7067,06,9,2000,198609,2,00,205000000,1,01,202412,3,4,01,0,12,87887,186875,186875,,SCA
752657265,WITHOUT WALLS CHURCH OF FORT WORTH INC,% ORLANDO REYES,FORT WORTH TX 76119,CANADA,,00000-0000,0000,03,3,7000,199712,1,10,001000000,1,01,,0,0,06,0,12,,,,X20Z,
752990161,FRIENDS OF SIR M B DAVIS JEWISH GENERAL HOSPITAL,% ANNIE VUONG,MONTREAL QUEBEC H3T 1E2,CANADA,,00000-0000,0000,03,3,1000,200210,4,17,000000000,1,01,202412,1,4,01,0,12,6856,124838,124838,T30,
753014680,KEG SPIRIT FOUNDATION,% DAVID AISENSTAT,RICHMOND V6X 2W7,CANADA,,00000-0000,0000,03,3,1000,200203,4,04,000000000,1,01,202412,1,2,00,1,12,4636,20982,,T22,
753097144,DELTA ENVIRONMENTAL & EDUCATION FOUNDATION,% CT CORPORATION SYSTEM,TAPEI 114,CHINA,,00000-0000,0000,03,3,2000,200404,1,04,000000000,1,01,202412,3,5,00,1,12,79263,750150,,B12,
753106975,BLUE KNIGHTS MOTORCYCLE CLUB,% GREGG WILLIS,MCMINNVILLE 97128,AFGHANISTAN,,00000-0000,9222,10,9,1000,198909,2,00,260000000,1,01,202512,0,0,02,0,12,0,0,0,,OR II
753255585,INTERNATIONAL SOCIETY FOR THE PSYCHOLOGICAL TREATMENTS OF THE,% ANN-LOUISE S SILVER,ANO GLYFADA ATHENS 165 62,GREECE,,00000-0000,0000,03,3,2000,200806,1,15,000000000,1,01,202512,3,3,01,0,12,60212,52181,52181,F03,ISPS
770613996,NORTHERN MARIANAS JUDICIARY HISTORICAL SOCIETY,% JAMES W STOWELL,PO BOX 502165,SAIPAN,MP,96950-2165,0000,03,3,2100,200406,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A80,
770680341,FINISH LINE FOCUSED MINISTRIES INC,% SANDRA WELBORN,WOODSTOCK GEORGIA 30188,GEORGIA,,00000-0000,0000,03,3,7000,200912,1,15,000000000,1,01,202402,0,0,02,0,02,0,0,0,X20,
800092086,AMERICAN FRIENDS OF THE UNIVERSITY OF CALGARY INC,% LORI HARNACK,CALGARY AB T2N 1N4,CANADA,,00000-0000,0000,03,3,1000,200502,1,15,000000000,1,01,202512,1,3,01,0,12,9125,85092,85092,T11,
800341954,USVI ASSOCIATION OF ADMITTED PROPERTY AND CASUALTY INSURERS INC,% NOSHIRWAN MARFATIA,6-7 DRONNINGENS GADE 202,ST THOMAS,VI,00804-0000,0000,06,3,1000,201002,2,00,000000000,1,01,202412,1,0,02,0,12,6096,0,0,S41,
800360875,POP MINISTRIES,% POP MARIUS,SLOBOZIA IALOMITA 8400,ROMANIA,,00000-0000,1620,03,9,7000,196402,1,10,001029000,5,01,,1,2,06,0,12,,,,,
